Railcard,Payment Method,Departure Station,Price,Refund Request
None,Credit Card,London Paddington,25,No
None,Credit Card,London Kings Cross,70,No
Adult,Credit Card,London Paddington,17,No
None,Contactless,London Euston,10,No
None,Contactless,London Paddington,19,No
Adult,Contactless,Oxford,11,No
Adult,Contactless,Manchester Piccadilly,3,No
Adult,Contactless,Manchester Piccadilly,3,No
None,Credit Card,London Euston,52,No
Disabled,Contactless,London Kings Cross,48,No
Disabled,Contactless,London Kings Cross,48,No
Senior,Debit Card,London Paddington,8,No
None,Credit Card,London Kings Cross,35,No
Senior,Credit Card,Liverpool Lime Street,6,No
None,Contactless,London Kings Cross,53,No
Disabled,Credit Card,Birmingham New Street,15,No
Disabled,Credit Card,York,4,No
None,Contactless,London Kings Cross,53,No
None,Debit Card,London Euston,72,No
None,Credit Card,York,11,No
Disabled,Credit Card,Birmingham New Street,15,No
Disabled,Credit Card,Birmingham New Street,15,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,London St Pancras,8,No
Adult,Credit Card,London Kings Cross,35,No
None,Credit Card,Liverpool Lime Street,3,No
None,Contactless,London Euston,10,No
None,Credit Card,Liverpool Lime Street,35,No
None,Contactless,London Paddington,13,No
None,Credit Card,London Euston,7,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,York,34,No
None,Credit Card,London Euston,52,No
Disabled,Credit Card,York,4,No
None,Contactless,Liverpool Lime Street,5,No
Adult,Contactless,York,24,No
None,Credit Card,Liverpool Lime Street,76,No
None,Credit Card,London St Pancras,12,No
None,Credit Card,Liverpool Lime Street,76,No
None,Credit Card,Liverpool Lime Street,76,No
None,Credit Card,Liverpool Lime Street,76,No
None,Contactless,London St Pancras,12,No
None,Credit Card,Liverpool Lime Street,76,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,Manchester Piccadilly,4,No
None,Contactless,London St Pancras,8,No
None,Contactless,London Paddington,13,No
None,Contactless,Manchester Piccadilly,3,No
None,Contactless,London St Pancras,12,Yes
None,Credit Card,London St Pancras,8,No
Adult,Debit Card,Birmingham New Street,11,Yes
None,Credit Card,London Kings Cross,65,No
None,Contactless,Liverpool Lime Street,5,No
None,Contactless,London Kings Cross,53,No
Adult,Credit Card,Liverpool Lime Street,3,No
Disabled,Credit Card,Liverpool Lime Street,2,No
Senior,Contactless,Manchester Piccadilly,3,No
None,Credit Card,Manchester Piccadilly,4,No
Adult,Credit Card,London Paddington,65,No
None,Credit Card,London St Pancras,8,No
None,Contactless,London St Pancras,54,No
None,Contactless,London Paddington,110,No
None,Credit Card,Birmingham New Street,50,No
Senior,Credit Card,Manchester Piccadilly,3,No
None,Contactless,London Kings Cross,35,No
None,Contactless,London St Pancras,8,Yes
Senior,Credit Card,London Kings Cross,23,No
None,Contactless,London Euston,7,No
None,Contactless,London St Pancras,8,No
Adult,Credit Card,Liverpool Lime Street,7,No
Adult,Contactless,Manchester Piccadilly,6,No
None,Credit Card,London St Pancras,12,No
Adult,Credit Card,London St Pancras,8,No
None,Credit Card,York,35,No
Disabled,Credit Card,London St Pancras,5,No
Adult,Credit Card,London Euston,69,Yes
Senior,Contactless,Manchester Piccadilly,3,No
None,Contactless,London Kings Cross,35,No
None,Contactless,London St Pancras,8,No
Adult,Credit Card,London Paddington,17,No
Disabled,Debit Card,London Euston,9,No
None,Contactless,Manchester Piccadilly,5,No
Adult,Credit Card,London Paddington,36,No
Adult,Credit Card,London Euston,9,No
Adult,Credit Card,London Euston,9,No
None,Credit Card,London Kings Cross,70,No
None,Credit Card,London Kings Cross,70,No
Adult,Credit Card,London Paddington,17,No
Adult,Contactless,Manchester Piccadilly,3,No
Senior,Contactless,Manchester Piccadilly,2,No
None,Credit Card,London Kings Cross,35,No
Adult,Contactless,Liverpool Lime Street,11,No
None,Credit Card,London Kings Cross,70,No
None,Contactless,London Kings Cross,70,No
None,Credit Card,Birmingham New Street,14,No
None,Contactless,Manchester Piccadilly,86,No
None,Contactless,London Paddington,13,No
None,Credit Card,Manchester Piccadilly,5,No
None,Contactless,Birmingham New Street,109,No
None,Credit Card,Liverpool Lime Street,151,No
None,Contactless,Manchester Piccadilly,5,No
None,Contactless,London Kings Cross,70,No
Senior,Credit Card,London Euston,9,No
None,Contactless,Liverpool Lime Street,6,No
None,Credit Card,London Kings Cross,70,No
Disabled,Contactless,London Euston,35,No
None,Debit Card,Liverpool Lime Street,76,Yes
None,Credit Card,Manchester Piccadilly,5,No
Adult,Credit Card,London Euston,9,No
Disabled,Credit Card,London Paddington,8,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Paddington,13,No
Disabled,Contactless,London Kings Cross,47,No
None,Credit Card,London St Pancras,16,No
Adult,Contactless,London Kings Cross,47,No
None,Credit Card,Birmingham New Street,6,No
None,Credit Card,London Kings Cross,35,No
Senior,Debit Card,London Euston,95,No
Adult,Debit Card,Manchester Piccadilly,112,Yes
None,Credit Card,Birmingham New Street,13,No
None,Credit Card,London St Pancras,16,No
None,Contactless,Manchester Piccadilly,5,No
Disabled,Debit Card,London Euston,35,No
Disabled,Debit Card,London Euston,4,No
Adult,Credit Card,London Euston,4,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,Manchester Piccadilly,4,No
Adult,Contactless,London St Pancras,16,No
Adult,Contactless,Manchester Piccadilly,6,No
None,Credit Card,London Euston,7,No
Adult,Credit Card,Birmingham New Street,4,No
Adult,Credit Card,Liverpool Lime Street,6,No
Senior,Credit Card,London St Pancras,31,No
Senior,Credit Card,Manchester Piccadilly,3,No
None,Contactless,Birmingham New Street,21,No
Adult,Credit Card,London Kings Cross,23,No
None,Contactless,Liverpool Lime Street,5,No
None,Contactless,London Euston,107,No
None,Contactless,Liverpool Lime Street,5,No
None,Credit Card,London Paddington,19,No
Adult,Credit Card,Liverpool Lime Street,2,No
None,Contactless,London St Pancras,12,No
None,Contactless,London Euston,10,No
None,Contactless,Liverpool Lime Street,5,No
None,Credit Card,London Euston,78,No
None,Debit Card,London St Pancras,8,No
None,Credit Card,London St Pancras,54,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,London St Pancras,54,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,Manchester Piccadilly,3,No
None,Contactless,London Paddington,13,No
Adult,Contactless,Birmingham New Street,13,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,Birmingham New Street,3,No
None,Credit Card,London St Pancras,8,No
Adult,Credit Card,London Euston,72,No
None,Credit Card,Manchester Piccadilly,10,No
None,Contactless,London Kings Cross,35,No
None,Contactless,Manchester Piccadilly,3,No
None,Credit Card,London Euston,7,No
None,Contactless,Liverpool Lime Street,3,No
None,Credit Card,London Euston,72,No
None,Contactless,London Euston,72,No
None,Contactless,Reading,6,No
None,Credit Card,London Euston,7,No
Adult,Contactless,Liverpool Lime Street,2,No
None,Contactless,London Euston,7,No
Senior,Credit Card,York,5,No
None,Contactless,London St Pancras,8,No
Adult,Credit Card,Manchester Piccadilly,56,No
Adult,Contactless,London Euston,48,No
None,Contactless,London St Pancras,8,No
None,Credit Card,London Euston,7,No
None,Credit Card,London Kings Cross,35,No
Adult,Credit Card,Manchester Piccadilly,84,Yes
None,Credit Card,London St Pancras,12,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Paddington,19,No
None,Credit Card,London Paddington,19,No
None,Contactless,London Paddington,19,No
None,Contactless,London Paddington,13,No
None,Contactless,Manchester Piccadilly,4,No
None,Credit Card,Liverpool Lime Street,5,No
None,Contactless,London Euston,10,No
None,Contactless,London Kings Cross,53,No
None,Contactless,Reading,19,No
None,Credit Card,Manchester Piccadilly,5,No
Adult,Contactless,Manchester Piccadilly,2,No
None,Credit Card,London Kings Cross,53,No
None,Contactless,London Euston,10,No
None,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,Liverpool Lime Street,5,No
None,Contactless,London Kings Cross,57,No
None,Contactless,Liverpool Lime Street,5,No
None,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,Liverpool Lime Street,3,No
Disabled,Contactless,Liverpool Lime Street,3,No
None,Contactless,Liverpool Lime Street,5,No
None,Contactless,London Kings Cross,53,No
None,Contactless,London Kings Cross,57,No
None,Credit Card,Manchester Piccadilly,12,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,London Kings Cross,35,No
Adult,Contactless,London Kings Cross,65,Yes
None,Contactless,London Euston,10,No
None,Contactless,London Euston,10,No
Disabled,Contactless,Liverpool Lime Street,2,No
Disabled,Contactless,London Paddington,13,No
Disabled,Credit Card,Liverpool Lime Street,3,No
Adult,Contactless,Oxford,23,No
Senior,Credit Card,Manchester Piccadilly,3,No
Senior,Debit Card,Reading,7,No
Senior,Credit Card,Manchester Piccadilly,3,No
None,Contactless,London Kings Cross,70,No
None,Credit Card,Manchester Piccadilly,5,No
Adult,Credit Card,London Euston,9,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,London Euston,13,No
Disabled,Credit Card,Birmingham New Street,29,No
Disabled,Credit Card,Birmingham New Street,29,No
None,Contactless,London Euston,13,No
None,Credit Card,London St Pancras,16,No
None,Credit Card,Liverpool Lime Street,6,No
None,Contactless,London St Pancras,16,No
None,Credit Card,Liverpool Lime Street,3,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,London Euston,143,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,London Kings Cross,70,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,Reading,18,No
None,Credit Card,Reading,18,No
None,Credit Card,Birmingham New Street,22,No
Disabled,Credit Card,York,45,No
None,Credit Card,Bristol Temple Meads,9,No
None,Contactless,London St Pancras,8,No
None,Credit Card,Liverpool Lime Street,3,No
None,Contactless,London Kings Cross,35,No
None,Contactless,London St Pancras,8,No
None,Contactless,London St Pancras,8,No
Adult,Contactless,London Kings Cross,43,No
None,Credit Card,Liverpool Lime Street,151,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,Reading,66,No
None,Credit Card,Liverpool Lime Street,151,No
None,Credit Card,Liverpool Lime Street,151,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,Liverpool Lime Street,151,No
None,Credit Card,Manchester Piccadilly,5,No
None,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,Manchester Piccadilly,19,No
None,Contactless,London Euston,72,No
None,Credit Card,London St Pancras,8,No
None,Contactless,London Paddington,54,No
None,Contactless,London Paddington,25,No
Adult,Credit Card,Manchester Piccadilly,3,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,London Kings Cross,70,No
None,Credit Card,London Paddington,25,No
None,Credit Card,London Paddington,25,No
None,Credit Card,London Paddington,25,Yes
None,Credit Card,London Paddington,63,No
None,Credit Card,London Kings Cross,70,No
None,Credit Card,London Paddington,35,No
None,Contactless,London Euston,78,No
None,Credit Card,Manchester Piccadilly,4,No
Senior,Credit Card,Birmingham New Street,22,No
None,Credit Card,London Kings Cross,53,No
Disabled,Contactless,London Kings Cross,48,No
None,Credit Card,London Kings Cross,35,No
Senior,Debit Card,London Paddington,18,No
Senior,Contactless,Manchester Piccadilly,3,No
Senior,Credit Card,Manchester Piccadilly,2,No
Adult,Contactless,Manchester Piccadilly,3,No
Senior,Credit Card,Manchester Piccadilly,2,No
Adult,Contactless,London Kings Cross,23,No
Senior,Credit Card,Manchester Piccadilly,2,No
None,Contactless,London St Pancras,8,No
Disabled,Credit Card,York,4,No
Disabled,Credit Card,Birmingham New Street,15,No
Disabled,Credit Card,Birmingham New Street,15,No
None,Contactless,Manchester Piccadilly,3,No
Disabled,Credit Card,Birmingham New Street,15,No
None,Credit Card,London Paddington,18,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,London Paddington,18,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,London Kings Cross,35,No
None,Contactless,London St Pancras,8,No
None,Credit Card,London Paddington,13,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,York,34,No
Disabled,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,York,11,No
Disabled,Credit Card,Liverpool Lime Street,3,No
None,Contactless,London Paddington,13,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,London Kings Cross,35,No
None,Contactless,Liverpool Lime Street,3,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,Manchester Piccadilly,4,No
None,Contactless,Liverpool Lime Street,5,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,Liverpool Lime Street,76,No
None,Contactless,London St Pancras,12,No
None,Contactless,Manchester Piccadilly,4,No
None,Contactless,London Paddington,13,No
None,Contactless,Birmingham New Street,6,No
Disabled,Credit Card,London Euston,48,Yes
None,Credit Card,London St Pancras,80,No
None,Credit Card,Manchester Piccadilly,4,Yes
Disabled,Credit Card,Liverpool Lime Street,2,No
None,Contactless,Manchester Piccadilly,3,No
None,Credit Card,Manchester Piccadilly,84,No
Senior,Credit Card,London Euston,4,No
None,Contactless,London Euston,10,No
Adult,Contactless,Manchester Piccadilly,6,No
None,Contactless,London St Pancras,12,No
None,Contactless,London Paddington,13,No
Adult,Credit Card,Liverpool Lime Street,2,No
None,Contactless,Manchester Piccadilly,3,No
Senior,Contactless,Manchester Piccadilly,2,No
None,Contactless,Liverpool Lime Street,5,No
Disabled,Credit Card,London Paddington,13,No
Adult,Credit Card,London Kings Cross,23,No
None,Credit Card,London Paddington,19,No
None,Contactless,London Kings Cross,86,No
None,Contactless,London Kings Cross,53,No
Senior,Contactless,Manchester Piccadilly,10,No
None,Credit Card,London Euston,10,No
Adult,Debit Card,Birmingham New Street,19,Yes
Disabled,Credit Card,Liverpool Lime Street,2,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,Liverpool Lime Street,5,No
None,Contactless,London St Pancras,12,No
None,Credit Card,Manchester Piccadilly,3,No
None,Contactless,Manchester Piccadilly,3,No
None,Contactless,Manchester Piccadilly,3,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,Manchester Piccadilly,3,No
None,Contactless,London Paddington,19,No
None,Credit Card,London Euston,7,No
None,Contactless,Reading,13,No
None,Credit Card,Liverpool Lime Street,5,No
None,Contactless,Liverpool Lime Street,3,No
None,Contactless,London Paddington,19,No
None,Contactless,London Paddington,19,No
Disabled,Credit Card,London Euston,7,No
Disabled,Credit Card,London Euston,7,No
Adult,Credit Card,London Euston,9,No
Disabled,Debit Card,London Euston,9,No
Adult,Credit Card,London Euston,9,No
Adult,Credit Card,London Euston,9,No
None,Contactless,London Euston,7,No
Senior,Contactless,Manchester Piccadilly,2,No
Adult,Contactless,Manchester Piccadilly,3,No
None,Credit Card,London Euston,13,No
Senior,Contactless,Manchester Piccadilly,2,No
None,Contactless,London Kings Cross,70,No
Senior,Contactless,Manchester Piccadilly,2,No
None,Credit Card,London Kings Cross,35,No
Adult,Contactless,Liverpool Lime Street,11,No
None,Debit Card,Edinburgh Waverley,43,Yes
Adult,Contactless,London Paddington,17,No
Adult,Contactless,Manchester Piccadilly,114,No
None,Contactless,London Kings Cross,70,No
None,Contactless,London Kings Cross,70,No
None,Credit Card,London Paddington,13,No
Adult,Credit Card,London Paddington,17,No
None,Credit Card,London Kings Cross,70,No
None,Credit Card,Manchester Piccadilly,5,No
Disabled,Credit Card,London Paddington,8,No
None,Credit Card,Reading,18,No
Senior,Credit Card,Liverpool Lime Street,2,No
None,Debit Card,London St Pancras,16,No
None,Credit Card,London St Pancras,16,Yes
Adult,Debit Card,Liverpool Lime Street,101,Yes
None,Contactless,Reading,13,No
None,Contactless,London Paddington,25,No
Disabled,Credit Card,London Euston,4,No
None,Credit Card,London Kings Cross,35,No
Adult,Credit Card,London Euston,95,No
Adult,Credit Card,London St Pancras,11,No
None,Contactless,London Paddington,13,No
None,Credit Card,London St Pancras,16,No
None,Credit Card,London St Pancras,16,No
None,Contactless,London Kings Cross,70,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,London St Pancras,16,No
None,Credit Card,London St Pancras,16,No
None,Credit Card,London St Pancras,16,No
None,Credit Card,London Paddington,25,No
Disabled,Credit Card,London St Pancras,43,No
None,Credit Card,London St Pancras,16,No
Disabled,Credit Card,London St Pancras,43,No
Adult,Credit Card,London Euston,4,No
Adult,Credit Card,London Euston,4,Yes
Disabled,Debit Card,London Euston,4,No
Adult,Credit Card,London Euston,4,No
None,Contactless,London Euston,10,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,London Euston,7,No
Adult,Contactless,Birmingham New Street,7,No
Adult,Contactless,Manchester Piccadilly,57,No
None,Contactless,Manchester Piccadilly,3,No
Adult,Credit Card,London Euston,7,No
Adult,Credit Card,London Euston,7,No
None,Credit Card,Liverpool Lime Street,76,No
None,Credit Card,London St Pancras,12,No
None,Contactless,Manchester Piccadilly,3,No
None,Credit Card,Manchester Piccadilly,4,No
Senior,Credit Card,Reading,4,No
Senior,Credit Card,Manchester Piccadilly,2,No
None,Debit Card,London St Pancras,8,No
None,Credit Card,London Euston,52,No
Senior,Credit Card,Manchester Piccadilly,2,No
Senior,Credit Card,Manchester Piccadilly,6,No
None,Credit Card,Manchester Piccadilly,3,No
Senior,Credit Card,London St Pancras,16,No
Adult,Credit Card,London Euston,35,No
None,Debit Card,London St Pancras,8,No
Senior,Credit Card,Manchester Piccadilly,2,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,Reading,9,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,London St Pancras,8,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,York,34,No
Adult,Credit Card,London St Pancras,36,No
Senior,Credit Card,Liverpool Lime Street,6,No
None,Credit Card,Reading,9,No
None,Contactless,London Kings Cross,35,No
Senior,Debit Card,Reading,3,No
Adult,Debit Card,London St Pancras,36,No
None,Credit Card,Manchester Piccadilly,3,No
None,Contactless,London Kings Cross,35,No
Disabled,Contactless,Liverpool Lime Street,3,No
Disabled,Contactless,Liverpool Lime Street,3,No
None,Contactless,Manchester Piccadilly,10,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Euston,7,No
Adult,Credit Card,London Paddington,8,No
Adult,Credit Card,London Paddington,8,No
Senior,Credit Card,Liverpool Lime Street,7,No
None,Credit Card,London Euston,37,No
Adult,Credit Card,Birmingham New Street,15,No
Adult,Credit Card,Birmingham New Street,15,Yes
None,Credit Card,London Paddington,13,No
None,Credit Card,Liverpool Lime Street,3,No
None,Contactless,London Kings Cross,35,Yes
None,Credit Card,London Euston,7,No
Disabled,Credit Card,London Paddington,8,No
None,Contactless,Manchester Piccadilly,3,No
Disabled,Contactless,Liverpool Lime Street,3,No
Disabled,Contactless,Liverpool Lime Street,3,No
None,Credit Card,London Paddington,19,No
None,Credit Card,London Paddington,19,No
None,Credit Card,Manchester Piccadilly,203,No
None,Credit Card,London Euston,10,No
None,Contactless,Manchester Piccadilly,14,No
None,Credit Card,Liverpool Lime Street,5,No
None,Credit Card,London Paddington,19,No
None,Contactless,Manchester Piccadilly,4,No
Adult,Credit Card,Liverpool Lime Street,77,Yes
None,Credit Card,Manchester Piccadilly,11,No
None,Contactless,York,59,No
Adult,Contactless,London Euston,7,No
None,Credit Card,Birmingham New Street,33,No
None,Credit Card,London St Pancras,12,No
None,Contactless,London Kings Cross,53,No
Adult,Contactless,Liverpool Lime Street,3,No
Senior,Credit Card,Manchester Piccadilly,2,No
Senior,Credit Card,Manchester Piccadilly,2,No
Senior,Contactless,Manchester Piccadilly,2,No
Adult,Credit Card,London Euston,52,No
Disabled,Credit Card,York,5,No
None,Credit Card,London Euston,10,No
Disabled,Credit Card,Birmingham New Street,59,No
Disabled,Credit Card,Birmingham New Street,22,No
Disabled,Credit Card,Birmingham New Street,22,No
None,Credit Card,Manchester Piccadilly,4,No
Disabled,Credit Card,Birmingham New Street,22,No
None,Debit Card,London Euston,107,No
Senior,Credit Card,London Kings Cross,35,No
Senior,Credit Card,London Kings Cross,35,No
None,Credit Card,London Kings Cross,53,No
None,Credit Card,London Euston,10,No
None,Credit Card,London Kings Cross,53,No
None,Credit Card,York,8,No
None,Credit Card,London Kings Cross,53,No
None,Credit Card,London St Pancras,12,No
None,Credit Card,London Kings Cross,53,No
None,Credit Card,London Paddington,8,No
None,Contactless,London Kings Cross,53,No
None,Contactless,London Paddington,19,No
None,Credit Card,Liverpool Lime Street,113,No
None,Credit Card,Liverpool Lime Street,113,No
Disabled,Credit Card,London Euston,71,No
None,Credit Card,Birmingham New Street,31,No
None,Credit Card,Manchester Piccadilly,126,No
None,Credit Card,Liverpool Lime Street,113,No
None,Credit Card,London St Pancras,12,No
Disabled,Credit Card,Liverpool Lime Street,3,No
None,Contactless,London Euston,10,No
None,Credit Card,London Paddington,19,Yes
None,Contactless,Manchester Piccadilly,4,No
None,Credit Card,London Paddington,19,No
None,Credit Card,London Kings Cross,53,No
None,Credit Card,London Paddington,19,No
None,Credit Card,London Paddington,19,No
None,Contactless,Manchester Piccadilly,4,No
None,Credit Card,London St Pancras,80,No
None,Credit Card,Liverpool Lime Street,5,No
None,Contactless,London Kings Cross,53,No
Disabled,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,London Euston,10,No
None,Contactless,London Paddington,27,No
Adult,Debit Card,Birmingham New Street,29,Yes
None,Credit Card,Manchester Piccadilly,4,No
Disabled,Credit Card,London Paddington,13,No
None,Contactless,London Kings Cross,53,No
None,Contactless,London Kings Cross,53,No
None,Contactless,London Euston,10,No
Senior,Contactless,Manchester Piccadilly,3,No
None,Credit Card,London Euston,10,No
None,Contactless,Reading,19,No
None,Credit Card,Reading,19,No
None,Contactless,Reading,19,No
None,Credit Card,Liverpool Lime Street,5,No
Adult,Credit Card,London Paddington,65,No
Disabled,Contactless,London Euston,7,No
None,Contactless,London Kings Cross,53,No
Adult,Contactless,London Euston,7,No
Disabled,Debit Card,London Euston,7,No
Disabled,Debit Card,London Euston,7,No
Senior,Contactless,Manchester Piccadilly,2,No
Disabled,Debit Card,London Euston,7,No
Adult,Credit Card,London Euston,7,No
Adult,Credit Card,London Euston,7,No
None,Credit Card,London Euston,10,No
Adult,Contactless,Birmingham New Street,11,No
Adult,Contactless,Liverpool Lime Street,8,No
None,Debit Card,Edinburgh Waverley,43,Yes
Adult,Contactless,Liverpool Lime Street,10,No
None,Contactless,London Kings Cross,53,Yes
None,Contactless,London Kings Cross,53,No
None,Credit Card,London Kings Cross,53,No
None,Contactless,London St Pancras,12,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,Manchester Piccadilly,4,No
Adult,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,Manchester Piccadilly,4,No
Adult,Credit Card,London Euston,7,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,London St Pancras,12,No
None,Debit Card,London St Pancras,12,No
None,Credit Card,London Paddington,41,No
Adult,Debit Card,Liverpool Lime Street,76,Yes
Adult,Credit Card,London St Pancras,8,No
None,Credit Card,Birmingham New Street,8,No
Senior,Debit Card,Reading,4,No
None,Credit Card,London St Pancras,12,No
Senior,Credit Card,Liverpool Lime Street,8,No
None,Credit Card,Birmingham New Street,4,No
Senior,Credit Card,Liverpool Lime Street,8,No
None,Credit Card,Birmingham New Street,10,No
None,Contactless,Manchester Piccadilly,4,No
None,Credit Card,Birmingham New Street,8,No
Senior,Credit Card,Manchester Piccadilly,2,No
Senior,Credit Card,Manchester Piccadilly,2,No
Senior,Credit Card,Manchester Piccadilly,2,No
Senior,Credit Card,Manchester Piccadilly,2,No
Senior,Credit Card,London St Pancras,23,No
Senior,Credit Card,London St Pancras,29,No
None,Credit Card,London Paddington,19,No
Senior,Contactless,Birmingham New Street,21,No
None,Credit Card,London Paddington,19,No
None,Credit Card,London Paddington,19,No
None,Contactless,Birmingham New Street,111,No
Adult,Credit Card,Oxford,17,No
Senior,Credit Card,London St Pancras,16,No
None,Credit Card,London Euston,10,No
Adult,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,London Euston,10,No
None,Credit Card,London Euston,10,No
None,Contactless,London Paddington,19,No
None,Contactless,London Kings Cross,53,No
None,Contactless,London St Pancras,12,No
None,Contactless,London St Pancras,12,No
Adult,Credit Card,London Euston,72,No
Adult,Contactless,Manchester Piccadilly,6,No
None,Credit Card,London Euston,37,No
Senior,Credit Card,Liverpool Lime Street,2,No
Senior,Credit Card,Liverpool Lime Street,2,No
None,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,Liverpool Lime Street,10,No
Disabled,Contactless,Liverpool Lime Street,3,No
None,Contactless,London Euston,107,No
Adult,Contactless,York,24,No
Disabled,Contactless,London Kings Cross,24,No
None,Contactless,York,11,No
None,Contactless,Manchester Piccadilly,4,No
None,Credit Card,Manchester Piccadilly,17,No
None,Credit Card,Manchester Piccadilly,17,No
None,Credit Card,London Paddington,19,No
None,Contactless,Liverpool Lime Street,5,No
None,Credit Card,Liverpool Lime Street,113,No
None,Contactless,London Euston,10,No
None,Credit Card,London St Pancras,12,No
None,Credit Card,London Paddington,19,No
Disabled,Contactless,York,8,No
None,Credit Card,Liverpool Lime Street,5,No
Disabled,Credit Card,London Paddington,27,No
None,Credit Card,Liverpool Lime Street,5,No
None,Credit Card,Manchester Piccadilly,126,No
None,Credit Card,Manchester Piccadilly,126,No
None,Credit Card,Manchester Piccadilly,126,No
None,Contactless,London Kings Cross,53,No
None,Contactless,London Euston,10,No
Adult,Contactless,London Euston,7,No
None,Credit Card,London St Pancras,12,No
None,Contactless,Liverpool Lime Street,5,No
Adult,Contactless,London Euston,7,No
None,Contactless,Manchester Piccadilly,4,No
None,Contactless,London St Pancras,12,No
None,Credit Card,Manchester Piccadilly,203,No
None,Credit Card,London Paddington,19,No
None,Credit Card,London St Pancras,80,No
None,Contactless,Manchester Piccadilly,4,No
Adult,Contactless,London Kings Cross,65,No
None,Contactless,London Euston,10,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,London St Pancras,12,No
None,Contactless,Manchester Piccadilly,4,No
Senior,Debit Card,London Paddington,13,No
Senior,Debit Card,London Paddington,13,No
Senior,Credit Card,Manchester Piccadilly,2,No
None,Credit Card,Liverpool Lime Street,5,Yes
Disabled,Credit Card,York,34,No
Senior,Credit Card,Manchester Piccadilly,2,No
Senior,Credit Card,Manchester Piccadilly,2,No
Disabled,Credit Card,Liverpool Lime Street,2,No
None,Credit Card,London Euston,107,No
Disabled,Credit Card,Birmingham New Street,22,No
Disabled,Credit Card,Birmingham New Street,22,No
Adult,Credit Card,London Euston,7,No
None,Credit Card,Birmingham New Street,8,No
Disabled,Credit Card,Birmingham New Street,22,No
None,Credit Card,London St Pancras,12,No
None,Contactless,Manchester Piccadilly,4,No
Disabled,Credit Card,Birmingham New Street,22,No
Adult,Credit Card,London Euston,7,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,Liverpool Lime Street,5,No
None,Contactless,London St Pancras,12,No
None,Contactless,London St Pancras,12,No
None,Contactless,London Euston,7,No
Adult,Contactless,Manchester Piccadilly,10,No
None,Credit Card,London Paddington,19,No
None,Contactless,Liverpool Lime Street,5,No
None,Contactless,Liverpool Lime Street,5,No
None,Credit Card,London Paddington,5,No
None,Credit Card,London St Pancras,12,No
None,Credit Card,London Euston,10,No
None,Credit Card,London Kings Cross,53,No
